SPDR Gold Shares (New York Stock Exchange Arca),
"The "SPDR" trademark is used under license from The McGraw-Hill Companies, Inc. ("McGraw-Hill"). No financial product offered by SPDR" Gold Trust, or its affiliates is sponsored, endorsed, sold or promoted by McGraw-Hill."
"Note: This document is for information purposes only and is subject to change without notice. No part of this document may be reproduced in any manner without the written permission of SPDR Gold Shares spdrgoldshares@ssga.com. Under no circumstances should it be used or considered as an offer to sell or a solicitation of any offer to buy the securities or other instruments mentioned in it"
"Note: SPDR Gold Shares does not represent that this information is accurate or complete and it should not be relied upon as such. SPDR Gold Shares is not responsible for any loss, damage, expense or claim, howsoever arising, suffered as a result of reliance on the data contained within this file."
"Note: On dates where the LBMA Gold Price is not published the most recently available LBMA Gold Price is used."
"*Note:  Since March 20, 2015, the Trust has been using the LBMA Gold Price PM as the price of gold in determining the value of the Trust's gold.  Before that date, the Trust used the London PM Fix, which was discontinued on March 19, 2015. All references to LBMA gold price have been provided for informational purposes only. ICE benchmark administration limited accepts no liability or responsibility for the accuracy of the prices or the underlying product to which the prices may be referenced."
Date, GLD Close, LBMA Gold Price, NAV per GLD in Gold, NAV/share at 10.30 a.m. NYT, Indicative Price of GLD at 4.15 p.m. NYT, Mid point of bid/ask spread at 4.15 p.m. NYT#, Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT, Daily Share Volume, Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT, Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT, Total Net Asset Value in the Trust
22-Jul-2010, 116.90, $1199.50, 97.779230, 117.28619236, 116.895, $116.86, -0.0300%, 8130168, 41862068.58, 1302.05, 50198490330.20
23-Jul-2010, 116.08, $1190.50, 97.777940, 116.40463954, 116.180, $116.06, -0.1031%, 8217577, 41862068.58, 1302.05, 49821185721.42
26-Jul-2010, 115.50, $1183.50, 97.774530, 115.71616008, 115.501, $115.54, 0.0337%, 11180347, 41852291.13, 1301.74, 49514944898.25
27-Jul-2010, 113.51, $1168.00, 97.773010, 114.19887559, 113.368, $113.52, 0.1342%, 29342248, 41822959.22, 1300.83, 48831439202.74
28-Jul-2010, 113.78, $1157.00, 97.771600, 113.12174124, 113.542, $113.75, 0.1831%, 16009570, 41226552.46, 1282.28, 47680813932.58
29-Jul-2010, 114.31, $1162.50, 97.770710, 113.65844592, 114.265, $114.28, 0.0135%, 17775000, 41226552.46, 1282.28, 47907034956.78
30-Jul-2010, 115.49, $1169.00, 97.769850, 114.29295279, 115.427, $115.49, 0.0545%, 17502900, 41226552.46, 1282.28, 48174479602.48
02-Aug-2010, 115.54, $1188.50, 97.767310, 116.19645258, 115.551, $115.55, -0.0010%, 17498500, 41226552.46, 1282.28, 48976804764.29
03-Aug-2010, 116.05, $1187.50, 97.766210, 116.09737113, 116.048, $116.05, 0.0013%, 5503297, 41226552.46, 1282.28, 48935041931.52
04-Aug-2010, 116.72, $1199.50, 97.765570, 117.26979565, 116.889, $116.71, -0.1527%, 10314975, 41212238.29, 1281.83, 49429218865.05
05-Aug-2010, 116.98, $1192.50, 97.764440, 116.58409174, 116.887, $116.98, 0.0794%, 6998805, 41241567.62, 1282.75, 49175169896.84
06-Aug-2010, 117.84, $1207.75, 97.763500, 118.07386914, 117.893, $117.86, -0.0280%, 9795536, 41241567.62, 1282.75, 49803558004.70
09-Aug-2010, 117.40, $1203.00, 97.760230, 117.60556033, 117.410, $117.41, -0.0001%, 6737735, 41241567.62, 1282.75, 49606025346.00
10-Aug-2010, 117.73, $1192.50, 97.759030, 116.57764344, 117.878, $117.75, -0.1084%, 10385334, 41241567.62, 1282.75, 49172450003.89
11-Aug-2010, 117.34, $1205.50, 97.758130, 117.84742918, 117.144, $117.32, 0.1506%, 12372395, 41339325.75, 1285.79, 49825893057.04
12-Aug-2010, 118.76, $1213.00, 97.757170, 118.57944316, 118.687, $118.75, 0.0531%, 12267640, 41368652.91, 1286.70, 50170962399.42
13-Aug-2010, 118.74, $1214.25, 97.756110, 118.70036122, 118.735, $118.78, 0.0383%, 10130373, 41368652.91, 1286.70, 50222122830.10
16-Aug-2010, 119.73, $1223.50, 97.753060, 119.60086872, 119.747, $119.71, -0.0313%, 10130373, 41368652.91, 1286.70, 50603127555.74
17-Aug-2010, 119.79, $1226.00, 97.752030, 119.84399307, 119.815, $119.74, -0.0623%, 9105628, 41622808.60, 1294.60, 51017587850.38
18-Aug-2010, 120.22, $1218.00, 97.750810, 119.06048845, 120.175, $120.25, 0.0625%, 12088143, 41652133.84, 1295.52, 50719768079.86
19-Aug-2010, 120.35, $1233.50, 97.750040, 120.57467897, 120.408, $120.39, -0.0154%, 10005312, 41779208.89, 1299.47, 51521560322.76
20-Aug-2010, 119.98, $1223.50, 97.748770, 119.59561945, 120.065, $119.99, -0.0623%, 10540574, 41779208.89, 1299.47, 51103208192.57
23-Aug-2010, 119.78, $1226.00, 97.745610, 119.83612169, 119.944, $119.79, -0.1281%, 4889828, 41779204.46, 1299.47, 51205974797.14
24-Aug-2010, 120.37, $1222.00, 97.744450, 119.44371319, 120.294, $120.37, 0.0631%, 14503239, 41730332.24, 1297.95, 50978576790.40
25-Aug-2010, 121.36, $1237.50, 97.743760, 120.95789874, 121.280, $121.35, 0.0573%, 14001223, 41730332.24, 1297.95, 51624831182.25
26-Aug-2010, 120.96, $1237.00, 97.742670, 120.90768625, 120.888, $120.97, 0.0677%, 8615470, 41730332.24, 1297.95, 51603400493.23
27-Aug-2010, 121.01, $1235.00, 97.741550, 120.71081356, 120.799, $121.03, 0.1914%, 11147373, 41749880.55, 1298.56, 51543517389.54
30-Aug-2010, 120.91, $1235.00, 97.738340, 120.70684503, 120.912, $120.94, 0.0231%, 4359668, 41749880.55, 1298.56, 51541822826.71
31-Aug-2010, 122.07, $1246.00, 97.737590, 121.78103429, 121.928, $122.11, 0.1496%, 12243340, 41876939.41, 1302.51, 52158816986.23
01-Sep-2010, 121.69, $1246.50, 97.736530, 121.82858656, 121.702, $121.69, -0.0095%, 11868731, 41925807.68, 1304.03, 52240097915.31
02-Sep-2010, 122.28, $1248.50, 97.735520, 122.0227988, 122.326, $122.29, -0.0292%, 6991668, 41632601.12, 1294.91, 51957307727.36
03-Sep-2010, 121.87, $1240.50, 97.734200, 121.23927002, 121.982, $121.85, -0.1083%, 9070955, 41617619.74, 1294.44, 51623681173.25
06-Sep-2010, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
07-Sep-2010, 122.70, $1256.75, 97.730020, 122.82220124, 122.896, $122.67, -0.1835%, 8842305, 41617619.74, 1294.44, 52297693287.26
08-Sep-2010, 122.73, $1255.00, 97.728930, 122.64981241, 122.699, $122.72, 0.0174%, 9772041, 41617619.74, 1294.44, 52224290125.47
09-Sep-2010, 121.56, $1255.00, 97.727860, 122.64846831, 121.886, $121.55, -0.2758%, 13741571, 41588301.38, 1293.53, 52186923265.19
10-Sep-2010, 121.73, $1246.50, 97.726710, 121.81634469, 121.631, $121.74, 0.0899%, 12254, 41588301.38, 1293.53, 51832854665.95
13-Sep-2010, 121.65, $1243.75, 97.723460, 121.54355821, 121.656, $121.65, -0.0049%, 9674082, 41558984.34, 1292.62, 51680320949.32
14-Sep-2010, 123.98, $1265.50, 97.722670, 123.66804464, 124.352, $124.02, -0.2671%, 24503851, 41754429.68, 1298.70, 52830988670.99
15-Sep-2010, 123.91, $1267.00, 97.721620, 123.81329744, 123.911, $123.94, 0.0234%, 11427133, 41627391.58, 1294.75, 52732083379.10
16-Sep-2010, 124.63, $1272.50, 97.720630, 124.34950373, 124.496, $124.63, 0.1076%, 12146558, 41627391.58, 1294.75, 52960453637.86
17-Sep-2010, 124.58, $1274.00, 97.719580, 124.49474911, 124.729, $124.58, -0.1197%, 11790880, 41822830.74, 1300.83, 53271303142.26
20-Sep-2010, 124.88, $1279.25, 97.716460, 125.00378413, 124.921, $124.85, -0.0566%, 8474370, 41940090.49, 1304.47, 53639123768.99
21-Sep-2010, 126.01, $1275.00, 97.715310, 124.58702524, 125.271, $126.02, 0.5979%, 20247672, 41930319.19, 1304.17, 53447833829.94
22-Sep-2010, 126.20, $1293.50, 97.714590, 126.39382402, 126.130, $126.23, 0.0793%, 11113773, 41930319.19, 1304.17, 54222950504.26
23-Sep-2010, 126.30, $1290.75, 97.713470, 126.12365772, 126.324, $126.29, -0.0269%, 9400737, 41842377.06, 1301.43, 53993537870.78
24-Sep-2010, 126.69, $1297.00, 97.712520, 126.73314215, 126.762, $126.66, -0.0808%, 14874033, 41813063.31, 1300.52, 54216438209.96
27-Sep-2010, 126.72, $1297.00, 97.709310, 126.72897562, 126.709, $126.71, 0.0004%, 11906000, 41813063.31, 1300.52, 54214655771.25
28-Sep-2010, 127.88, $1294.00, 97.708170, 126.43437079, 127.724, $127.88, 0.1220%, 11835100, 41979167.20, 1305.69, 54303562255.15
29-Sep-2010, 127.95, $1307.50, 97.707420, 127.75245563, 127.967, $127.97, 0.0020%, 11958400, 41979167.20, 1305.69, 54869679694.15
30-Sep-2010, 127.91, $1307.00, 97.706340, 127.70218633, 127.937, $127.90, -0.0287%, 19193126, 41949855.29, 1304.78, 54809778373.11
01-Oct-2010, 128.91, $1316.25, 97.705500, 128.60486866, 128.620, $128.92, 0.2336%, 17118340, 41871690.89, 1302.34, 55094325735.52
04-Oct-2010, 128.46, $1313.50, 97.702210, 128.33185935, 128.508, $128.47, -0.0293%, 8345772, 41857791.69, 1301.91, 54977368547.01
05-Oct-2010, 130.99, $1330.50, 97.701210, 129.99145825, 130.939, $131.00, 0.0465%, 17430808, 41857791.69, 1301.91, 55688340715.93
06-Oct-2010, 131.81, $1346.50, 97.700210, 131.55333277, 131.631, $131.77, 0.1052%, 16096060, 41857791.69, 1301.91, 56357447760.40
07-Oct-2010, 130.37, $1345.00, 97.699130, 131.40533182, 130.497, $130.38, -0.0894%, 11682700, 41427915.52, 1288.54, 55715860693.72
08-Oct-2010, 131.65, $1341.50, 97.698040, 131.0619198, 131.365, $131.62, 0.1943%, 12013400, 41418145.72, 1288.24, 55557147801.58
11-Oct-2010, 132.28, $1351.50, 97.694910, 132.03467375, 132.171, $132.31, 0.1048%, 12131300, 41388837.25, 1287.33, 55929887802.16
12-Oct-2010, 131.96, $1348.50, 97.693810, 131.74010793, 131.838, $131.97, 0.1003%, 12159600, 41388837.25, 1287.33, 55805109720.87
13-Oct-2010, 134.09, $1365.50, 97.692910, 133.39967111, 133.830, $134.07, 0.1797%, 12176800, 41320452.21, 1285.20, 56414720912.38
14-Oct-2010, 134.76, $1373.25, 97.691920, 134.15543306, 134.561, $134.76, 0.1480%, 19856324, 41935911.30, 1304.34, 57579511867.65
15-Oct-2010, 133.68, $1367.50, 97.690790, 133.59215287, 133.367, $133.69, 0.2418%, 26162220, 41857758.67, 1301.91, 57230878287.57
18-Oct-2010, 134.31, $1367.25, 97.687570, 133.56333432, 133.998, $134.32, 0.2403%, 12233143, 41828452.40, 1301.00, 57178463421.06
19-Oct-2010, 130.11, $1339.00, 97.686090, 130.80167245, 130.147, $130.13, -0.0132%, 25275358, 41799146.57, 1300.09, 55956955474.72
20-Oct-2010, 131.32, $1339.00, 97.685020, 130.80023901, 131.416, $131.32, -0.0728%, 12527706, 41769841.07, 1299.18, 55917102175.26
21-Oct-2010, 129.47, $1343.50, 97.684020, 131.2384833, 129.324, $129.46, 0.1053%, 21787683, 41740535.86, 1298.27, 56065080065.77
22-Oct-2010, 129.72, $1322.50, 97.682580, 129.18521537, 129.566, $129.72, 0.1187%, 11887889, 41740535.86, 1298.27, 55187924006.89
25-Oct-2010, 130.87, $1337.50, 97.679670, 130.64656087, 131.008, $130.86, -0.1129%, 12138530, 41740535.86, 1298.27, 55812210805.74
26-Oct-2010, 130.88, $1329.50, 97.678440, 129.86347972, 130.791, $130.88, 0.0677%, 10585538, 41740535.86, 1298.27, 55477678537.61
27-Oct-2010, 129.52, $1324.50, 97.677260, 129.37352568, 129.491, $129.49, -0.0006%, 16102924, 41740535.86, 1298.27, 55268370170.89
28-Oct-2010, 131.24, $1333.50, 97.676390, 130.25146346, 131.150, $131.22, 0.0533%, 15888172, 41574486.00, 1293.10, 55421997703.70
29-Oct-2010, 132.64, $1346.75, 97.675620, 131.54464452, 132.497, $132.62, 0.0928%, 13950443, 41574486.00, 1293.10, 55972246241.98
01-Nov-2010, 131.92, $1354.50, 97.672610, 132.29754363, 131.946, $131.92, -0.0197%, 12422362, 41574486.00, 1293.10, 56292604814.22
02-Nov-2010, 132.47, $1351.00, 97.671440, 131.95412175, 132.491, $132.47, -0.0161%, 9375524, 41545184.57, 1292.19, 56106892567.98
03-Nov-2010, 131.57, $1345.50, 97.670230, 131.41529089, 131.464, $131.64, 0.1338%, 31568243, 41545184.57, 1292.19, 55877781686.90
04-Nov-2010, 136.03, $1381.00, 97.670110, 134.88242525, 136.094, $135.98, -0.0834%, 23290560, 41545184.57, 1292.19, 57352007216.98
05-Nov-2010, 136.38, $1395.50, 97.669430, 136.2976888, 136.327, $136.32, -0.0051%, 20296967, 41531577.31, 1291.77, 57953777276.36
08-Nov-2010, 137.78, $1388.50, 97.666180, 135.60948757, 137.660, $137.75, 0.0650%, 17276993, 41609710.25, 1294.20, 57769641705.14
09-Nov-2010, 135.59, $1421.00, 97.665320, 138.78241637, 136.927, $135.63, -0.9471%, 39249351, 41570644.12, 1292.98, 59065796408.55
10-Nov-2010, 137.18, $1390.50, 97.664030, 135.80182885, 137.150, $137.18, 0.0222%, 28435148, 41531578.51, 1291.77, 57742937627.77
11-Nov-2010, 137.64, $1398.50, 97.663020, 136.58173522, 137.451, $137.63, 0.1303%, 15342730, 41502279.61, 1290.86, 58033579295.37
12-Nov-2010, 133.69, $1388.50, 97.661860, 135.60349509, 133.553, $133.66, 0.0804%, 35862740, 41502279.61, 1290.86, 57617925063.09
15-Nov-2010, 132.50, $1368.50, 97.658420, 133.64555025, 133.265, $132.51, -0.5663%, 15006817, 41502279.61, 1290.86, 56785994300.20
16-Nov-2010, 130.99, $1349.00, 97.657110, 131.73943611, 130.831, $130.99, 0.1214%, 31507037, 41502279.61, 1290.86, 55976086404.62
17-Nov-2010, 130.38, $1337.50, 97.655880, 130.61473755, 130.390, $130.42, 0.0229%, 15777205, 41502279.61, 1290.86, 55498201983.02
18-Nov-2010, 132.10, $1350.25, 97.654990, 131.85865393, 132.313, $132.10, -0.1608%, 15955725, 41355797.12, 1286.30, 55828954074.18
19-Nov-2010, 132.20, $1342.50, 97.653800, 131.10023224, 132.155, $132.18, 0.0190%, 14141683, 41453450.92, 1289.34, 55638938561.25
22-Nov-2010, 133.48, $1356.50, 97.650840, 132.46336312, 133.040, $133.44, 0.3010%, 12984578, 41316739.74, 1285.08, 56032002598.59
23-Nov-2010, 134.38, $1377.50, 97.650140, 134.51307465, 134.454, $134.38, -0.0554%, 18190368, 41316739.74, 1285.08, 56899030575.35
24-Nov-2010, 134.18, $1372.50, 97.648980, 134.02322834, 134.121, $134.16, 0.0292%, 8840651, 41316739.74, 1285.08, 56691825589.54
25-Nov-2010, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
26-Nov-2010, 133.15, $1355.00, 97.646490, 132.31098741, 133.121, $133.08, -0.0311%, 7814623, 41316739.74, 1285.08, 55967547674.45
29-Nov-2010, 133.49, $1357.00, 97.643320, 132.50198638, 133.508, $133.50, -0.0058%, 13959145, 41365561.40, 1286.60, 56114591232.19
30-Nov-2010, 135.42, $1383.50, 97.642870, 135.08890588, 135.079, $135.36, 0.2079%, 16617096, 41365561.40, 1286.60, 57210151641.95
01-Dec-2010, 135.38, $1385.50, 97.641840, 135.28277423, 135.615, $135.41, -0.1510%, 16838449, 41599901.82, 1293.89, 57616933543.91
02-Dec-2010, 135.20, $1389.00, 97.640860, 135.62315142, 135.233, $135.20, -0.0241%, 17561923, 41746363.11, 1298.45, 57965334918.04
03-Dec-2010, 138.03, $1403.50, 97.640140, 137.03793943, 137.497, $138.06, 0.4096%, 16513076, 41732948.79, 1298.03, 58570015312.92
06-Dec-2010, 139.17, $1415.25, 97.636980, 138.18073589, 138.381, $139.16, 0.5630%, 15586039, 41732948.79, 1298.03, 59058446518.92
07-Dec-2010, 136.50, $1420.00, 97.635930, 138.64302442, 137.374, $136.50, -0.6360%, 26480371, 41723185.20, 1297.73, 59242164335.36
08-Dec-2010, 134.79, $1385.50, 97.634670, 135.27283171, 134.990, $134.80, -0.1405%, 23429479, 41645077.46, 1295.30, 57693862723.43
09-Dec-2010, 135.31, $1391.25, 97.633640, 135.83279491, 135.457, $135.32, -0.1011%, 14096448, 41596260.64, 1293.78, 57864770632.29
10-Dec-2010, 135.39, $1375.25, 97.632450, 134.26902257, 135.367, $135.41, 0.0315%, 11888655, 41469338.46, 1289.83, 57024053886.22
13-Dec-2010, 136.05, $1399.00, 97.629470, 136.58362406, 136.349, $136.06, -0.2122%, 11888655, 41469338.46, 1289.83, 58007065138.29
14-Dec-2010, 136.18, $1394.50, 97.628350, 136.14273479, 136.494, $136.20, -0.2155%, 17352520, 41371710.11, 1286.79, 57683676732.37
15-Dec-2010, 134.70, $1388.75, 97.627220, 135.57979668, 134.999, $134.75, -0.1844%, 14905469, 41352184.66, 1286.19, 57418043896.01
16-Dec-2010, 133.84, $1363.00, 97.625830, 133.06400844, 133.445, $133.80, 0.2662%, 23636542, 41274084.00, 1283.76, 56246156366.34
17-Dec-2010, 134.19, $1368.50, 97.624830, 133.59958579, 134.449, $134.21, -0.1777%, 17140460, 41762208.15, 1298.94, 57140542843.62
20-Dec-2010, 135.11, $1380.00, 97.621800, 134.71808371, 135.157, $135.10, -0.0425%, 14097150, 41762208.15, 1298.94, 57618924401.53
21-Dec-2010, 135.32, $1383.00, 97.620780, 135.00953522, 135.449, $135.26, -0.1394%, 10284476, 41732921.91, 1298.03, 57703075351.08
22-Dec-2010, 135.05, $1387.00, 97.619770, 135.39862626, 135.252, $135.03, -0.1643%, 7296520, 41430300.63, 1288.62, 57449637121.81
23-Dec-2010, 134.66, $1373.50, 97.618470, 134.07896442, 134.665, $134.64, -0.0183%, 8689859, 41313158.46, 1284.97, 56728809845.44
24-Dec-2010, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
27-Dec-2010, 135.02, $1373.50, 97.614320, 134.75656482, 135.001, $135.01, 0.0070%, 17284700, 41313158.46, 1284.97, 57015502576.50
28-Dec-2010, 137.22, $1373.50, 97.613250, 134.75508804, 137.274, $137.22, -0.0390%, 10109510, 41283874.49, 1284.06, 56974451221.59
29-Dec-2010, 137.71, $1412.50, 97.612870, 137.87818437, 137.742, $137.69, -0.0374%, 8050998, 41283874.49, 1284.06, 58294896350.04
30-Dec-2010, 137.03, $1405.50, 97.611650, 137.193173, 137.154, $137.05, -0.0759%, 5731700, 41176501.67, 1280.72, 57854361055.93
31-Dec-2010, 138.72, $1405.50, 97.610690, 137.65547374, 138.500, $138.73, 0.1662%, 9283370, 41176501.67, 1280.72, 58049313275.05
03-Jan-2011, 138.00, $1405.50, 97.607480, 137.65094813, 138.241, $138.00, -0.1747%, 11436834, 41176501.67, 1280.72, 58047404825.40
04-Jan-2011, 134.75, $1388.50, 97.605840, 135.5257045, 134.734, $134.73, -0.0031%, 26122789, 41039853.50, 1276.47, 56961453600.36
05-Jan-2011, 134.37, $1368.00, 97.604190, 133.52253531, 134.078, $134.38, 0.2253%, 16669236, 40917984.67, 1272.68, 55972646803.36
06-Jan-2011, 133.83, $1368.50, 97.603120, 133.56987637, 133.835, $133.86, 0.0184%, 15946488, 40917984.67, 1272.68, 55992492172.62
07-Jan-2011, 133.59, $1367.00, 97.602050, 133.42199964, 133.788, $133.60, -0.1405%, 16749073, 40869183.64, 1271.16, 55863791250.72
10-Jan-2011, 134.12, $1368.25, 97.598850, 133.53962401, 134.102, $134.14, 0.0285%, 7939554, 40917983.07, 1272.68, 55979810386.01
11-Jan-2011, 134.87, $1374.00, 97.597820, 134.09941015, 134.984, $134.91, -0.0546%, 10263589, 40878943.94, 1271.47, 56160832971.00
12-Jan-2011, 135.46, $1378.75, 97.596800, 134.56158158, 135.467, $135.43, -0.0275%, 11005306, 40878943.94, 1271.47, 56354390365.59
13-Jan-2011, 134.05, $1381.50, 97.595750, 134.82853069, 134.458, $133.99, -0.3478%, 14282495, 40673992.87, 1265.09, 56183048736.99
14-Jan-2011, 132.73, $1367.00, 97.594530, 133.41172692, 132.707, $132.69, -0.0129%, 21219514, 40488563.26, 1259.33, 55339184326.30
17-Jan-2011, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
18-Jan-2011, 133.43, $1369.50, 97.590290, 133.64990773, 133.253, $133.42, 0.1255%, 11581903, 40410491.03, 1256.90, 55331061800.16
19-Jan-2011, 133.72, $1372.00, 97.589260, 133.89246511, 133.454, $133.72, 0.1991%, 11779047, 40234830.36, 1251.43, 55190474116.29
20-Jan-2011, 131.04, $1345.50, 97.587780, 131.30436189, 131.889, $131.16, -0.5527%, 24330612, 40234830.36, 1251.43, 54123657969.31
21-Jan-2011, 131.06, $1343.50, 97.586680, 131.10770512, 131.110, $131.03, -0.0608%, 19430367, 40888661.11, 1271.77, 54921017675.16
24-Jan-2011, 130.36, $1343.00, 97.583460, 131.05459055, 130.493, $130.32, -0.1329%, 14899809, 40537360.66, 1260.84, 54426971453.54
25-Jan-2011, 130.07, $1324.00, 97.582020, 129.1985878, 129.843, $130.10, 0.1982%, 22217215, 39532265.85, 1229.58, 52325428058.58
26-Jan-2011, 131.15, $1328.00, 97.581030, 129.58760978, 130.772, $131.14, 0.2812%, 20530040, 39532265.85, 1229.58, 52482981959.72
27-Jan-2011, 127.94, $1334.50, 97.580110, 130.22065114, 128.132, $127.94, -0.1502%, 32978421, 39434685.74, 1226.55, 52609143059.00
28-Jan-2011, 130.28, $1319.00, 97.578680, 128.70627621, 130.520, $130.32, -0.1534%, 28046459, 39356622.80, 1224.12, 51894370566.81
31-Jan-2011, 129.87, $1327.00, 97.575680, 129.48292164, 129.738, $129.89, 0.1175%, 28046459, 39454198.48, 1227.15, 52336996928.51
01-Feb-2011, 130.80, $1331.50, 97.574720, 129.92074547, 130.568, $130.76, 0.1473%, 15362650, 39454198.48, 1227.15, 52513965319.85
02-Feb-2011, 130.46, $1337.00, 97.573800, 130.45617402, 130.199, $130.44, 0.1854%, 10139969, 39454198.48, 1227.15, 52730385537.90
03-Feb-2011, 132.20, $1328.00, 97.572480, 129.57625871, 132.002, $132.18, 0.1349%, 17358166, 39522499.21, 1229.28, 52465427153.14
04-Feb-2011, 131.61, $1355.00, 97.572170, 132.21029384, 131.629, $131.64, 0.0085%, 15195840, 39509197.04, 1228.86, 53531947974.00
07-Feb-2011, 131.64, $1347.50, 97.568920, 131.47412277, 131.740, $131.68, -0.0452%, 16729200, 39509197.04, 1228.86, 53233872308.34
08-Feb-2011, 133.13, $1363.50, 97.567960, 133.0339075, 133.045, $133.12, 0.0566%, 16190543, 39499440.25, 1228.56, 53852125757.16
09-Feb-2011, 133.07, $1365.00, 97.566900, 133.17881449, 132.939, $133.09, 0.1137%, 10129979, 39431143.42, 1226.44, 53817558934.99
10-Feb-2011, 132.85, $1353.25, 97.565730, 132.03082974, 132.819, $132.92, 0.0759%, 7983338, 39401873.70, 1225.53, 53314049048.55
11-Feb-2011, 132.35, $1364.00, 97.564760, 133.07833156, 132.457, $132.32, -0.1033%, 9889567, 39401873.70, 1225.53, 53737030285.42
14-Feb-2011, 132.95, $1365.00, 97.561560, 133.17153306, 132.933, $132.92, -0.0094%, 10422456, 39401873.70, 1225.53, 53774665049.78
15-Feb-2011, 133.97, $1372.75, 97.560580, 133.92629251, 134.102, $133.95, -0.1133%, 10171403, 39353093.41, 1224.01, 54012473769.98
16-Feb-2011, 134.10, $1371.25, 97.559500, 133.77845985, 134.162, $134.13, -0.0238%, 12816813, 39353093.41, 1224.01, 53952852859.25
17-Feb-2011, 135.04, $1379.00, 97.558530, 134.53321281, 135.082, $135.01, -0.0536%, 11308700, 39353093.41, 1224.01, 54257244726.72
18-Feb-2011, 135.41, $1383.50, 97.557520, 134.97083339, 135.293, $135.36, 0.0497%, 15854569, 39323826.15, 1223.10, 54393245857.75
21-Feb-2011, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
22-Feb-2011, 136.29, $1401.00, 97.553520, 136.67248774, 136.580, $136.31, -0.1975%, 16666064, 39167740.52, 1218.24, 54860336577.81
23-Feb-2011, 137.51, $1409.25, 97.552600, 137.47599822, 137.452, $137.51, 0.0425%, 15679901, 39167740.52, 1218.24, 55182865686.75
24-Feb-2011, 136.45, $1411.50, 97.551570, 137.69403934, 137.117, $136.47, -0.4715%, 18758496, 38953127.07, 1211.57, 54967460503.08
25-Feb-2011, 137.40, $1402.50, 97.550330, 136.81433822, 137.505, $137.39, -0.0836%, 10342687, 38953127.07, 1211.57, 54616283818.30
28-Feb-2011, 137.72, $1411.00, 97.547300, 137.63924395, 137.159, $137.67, 0.3723%, 8843932, 38933617.61, 1210.96, 54918058337.63
01-Mar-2011, 139.90, $1420.75, 97.546440, 138.58911055, 139.489, $139.98, 0.3517%, 17376749, 38933617.61, 1210.96, 55297055107.53
02-Mar-2011, 139.93, $1435.50, 97.545700, 140.02685133, 139.659, $139.89, 0.1653%, 15537933, 38933617.61, 1210.96, 55870713678.74
03-Mar-2011, 138.09, $1421.50, 97.544310, 138.65923991, 137.901, $138.12, 0.1586%, 16481006, 38922671.15, 1210.62, 55325036723.82
04-Mar-2011, 139.35, $1427.00, 97.543270, 139.19424252, 139.226, $139.32, 0.0672%, 14457422, 38922671.15, 1210.62, 55538502767.34
07-Mar-2011, 139.73, $1437.50, 97.540130, 140.21393593, 140.048, $139.72, -0.2343%, 14060953, 39137259.44, 1217.30, 56253831093.39
08-Mar-2011, 139.36, $1426.25, 97.538980, 139.11000000, 139.342, $139.34, -0.0016%, 10575968, 39137259.44, 1217.30, 55812925269.54
09-Mar-2011, 139.41, $1431.00, 97.537950, 139.5768035, 139.448, $139.38, -0.0488%, 8578954, 39137259.44, 1217.30, 55998213566.10
10-Mar-2011, 137.77, $1413.25, 97.536720, 137.84377155, 137.861, $137.76, -0.0735%, 15512577, 39137259.44, 1217.30, 55302921145.05
11-Mar-2011, 138.19, $1411.50, 97.535640, 137.67154942, 138.635, $138.19, -0.3211%, 10406739, 39078738.05, 1215.48, 55151222698.70
14-Mar-2011, 138.86, $1422.25, 97.532560, 138.71567987, 138.899, $138.86, -0.0281%, 10230897, 39020218.52, 1213.65, 55486271947.86
15-Mar-2011, 136.27, $1400.50, 97.531210, 136.59245857, 136.313, $136.28, -0.0239%, 23449865, 38990959.15, 1212.74, 54596005689.26
16-Mar-2011, 136.24, $1402.00, 97.530160, 136.7372859, 136.238, $136.26, 0.0162%, 13208797, 39137254.39, 1217.30, 54858999101.12
17-Mar-2011, 136.97, $1403.75, 97.529120, 136.90649888, 136.875, $136.89, 0.0107%, 9109354, 39137254.39, 1217.30, 54926887351.23
18-Mar-2011, 138.37, $1420.00, 97.528290, 138.4901765, 138.332, $138.36, 0.0201%, 18586263, 39429839.26, 1226.40, 55977729342.36
